classifier,recipe,metric,metric_direction,raw_metric_slope_sign_note,bases,checkpoint_seeds,contamination_seed_pairs,n_observations,n_subjects,subject_intercept_slope_oriented,subject_intercept_cluster_se,subject_intercept_p_two_sided,subject_centered_pearson_r,subject_centered_spearman_r,pooled_pearson_r_descriptive,pooled_pearson_p_descriptive,pooled_spearman_r_sensitivity,pooled_spearman_p_sensitivity,bh_fdr_q_subject_intercept,classifier_label,metric_label,recipe_label,source_file
shallowfbcsp,eog_emg_line,T_RRMSE,lower_better,positive oriented slope means better reconstruction is associated with better downstream delta,6 16,42 43 44,1 2 3,162,9,0.4936435637260659,0.0644071521277409,5.936768110620139e-05,0.2376778439513087,0.2659864899430809,0.1433591362173131,0.0687671031071339,0.2624321419727997,0.0007417048939937,0.0016967707772853,ShallowFBCSPNet,T-RRMSE,EOG+EMG+LINE,runs/a4_same_bci_metric_utility_all_neural_artifacts_20260814_215900/a4_subject_intercept_metric_tests.csv
shallowfbcsp,eog_emg_line,S_RRMSE,lower_better,positive oriented slope means better reconstruction is associated with better downstream delta,6 16,42 43 44,1 2 3,162,9,0.2178736556501049,0.0529396504668263,0.0033649660860209,0.2377130580746316,0.2451696080372034,0.2874399914755715,0.0002082741076019,0.4094084240365452,6.31746195958893e-08,0.0180266040322548,ShallowFBCSPNet,S-RRMSE,EOG+EMG+LINE,runs/a4_same_bci_metric_utility_all_neural_artifacts_20260814_215900/a4_subject_intercept_metric_tests.csv
shallowfbcsp,eog_emg_line,SDR,higher_better,positive oriented slope means better reconstruction is associated with better downstream delta,6 16,42 43 44,1 2 3,162,9,0.0416281166391084,0.0053892254685153,5.615727948882794e-05,0.2435172511921716,0.2640902183864571,0.1673412564916445,0.0333001666396048,0.2563338280061829,0.000992932881756,0.0016967707772853,ShallowFBCSPNet,SDR,EOG+EMG+LINE,runs/a4_same_bci_metric_utility_all_neural_artifacts_20260814_215900/a4_subject_intercept_metric_tests.csv
eegconformer,eog_emg_line,CC,higher_better,positive oriented slope means better reconstruction is associated with better downstream delta,6 16,42 43 44,1 2 3,162,9,0.3870379728134432,0.2511068789129945,0.1618064476789104,0.1426351341708932,0.2265951834140038,0.0194775121958827,0.8056730213764836,0.1322527379475179,0.0934163911708398,0.2822205482771694,EEGConformer,CC,EOG+EMG+LINE,runs/a4_same_bci_metric_utility_all_neural_artifacts_20260814_215900/a4_subject_intercept_metric_tests.csv
eegconformer,eog_emg_line,RMSE,lower_better,positive oriented slope means better reconstruction is associated with better downstream delta,6 16,42 43 44,1 2 3,162,9,0.0556639686604298,0.0264385419061076,0.0683597764843134,0.2063610232429946,0.161929570241898,-0.1329580219665321,0.0916664626289978,-0.2049254826692794,0.0088992594216193,0.1602182261351096,EEGConformer,RMSE,EOG+EMG+LINE,runs/a4_same_bci_metric_utility_all_neural_artifacts_20260814_215900/a4_subject_intercept_metric_tests.csv
eegconformer,eog_emg_line,T_RRMSE,lower_better,positive oriented slope means better reconstruction is associated with better downstream delta,6 16,42 43 44,1 2 3,162,9,0.5369809042630196,0.2348330976823302,0.0515336922721274,0.1935003696534919,0.2461388262962661,0.1182172424100489,0.1340638220971919,0.1400333069889618,0.0755190303302828,0.1332767903589503,EEGConformer,T-RRMSE,EOG+EMG+LINE,runs/a4_same_bci_metric_utility_all_neural_artifacts_20260814_215900/a4_subject_intercept_metric_tests.csv
eegconformer,eog_emg_line,S_RRMSE,lower_better,positive oriented slope means better reconstruction is associated with better downstream delta,6 16,42 43 44,1 2 3,162,9,0.2537304272731528,0.1003966271839248,0.0354050592009544,0.2071899121848268,0.1500815897748472,0.2217863960658188,0.0045620454759492,0.1748137066728623,0.0260847913506149,0.1062151776028632,EEGConformer,S-RRMSE,EOG+EMG+LINE,runs/a4_same_bci_metric_utility_all_neural_artifacts_20260814_215900/a4_subject_intercept_metric_tests.csv
eegconformer,eog_emg_line,SDR,higher_better,positive oriented slope means better reconstruction is associated with better downstream delta,6 16,42 43 44,1 2 3,162,9,0.046042027345828,0.0194514274745828,0.0454569720907893,0.2015789345353176,0.2590050594445309,0.1603738473912408,0.0414865418335828,0.1434769109180609,0.0685373206519814,0.1244042657966447,EEGConformer,SDR,EOG+EMG+LINE,runs/a4_same_bci_metric_utility_all_neural_artifacts_20260814_215900/a4_subject_intercept_metric_tests.csv
eegnet,eog_emg_line,CC,higher_better,positive oriented slope means better reconstruction is associated with better downstream delta,6 16,42 43 44,1 2 3,162,9,0.1342849746699085,0.2142523400413276,0.548280194314428,0.0607811482480463,0.0771435970108969,0.264233908989377,0.000679552052311,0.3505011615376096,4.819192761664728e-06,0.685350242893035,EEGNet,CC,EOG+EMG+LINE,runs/a4_same_bci_metric_utility_all_neural_artifacts_20260814_215900/a4_subject_intercept_metric_tests.csv
eegnet,eog_emg_line,RMSE,lower_better,positive oriented slope means better reconstruction is associated with better downstream delta,6 16,42 43 44,1 2 3,162,9,0.0216598367685474,0.0248850547948145,0.4094406864830234,0.0986227765670454,0.1459271192907817,0.1376742847054026,0.0806256251513953,0.283916257631482,0.0002509214318232,0.6021186565926815,EEGNet,RMSE,EOG+EMG+LINE,runs/a4_same_bci_metric_utility_all_neural_artifacts_20260814_215900/a4_subject_intercept_metric_tests.csv
eegnet,eog_emg_line,T_RRMSE,lower_better,positive oriented slope means better reconstruction is associated with better downstream delta,6 16,42 43 44,1 2 3,162,9,0.1732486860444151,0.2548989251544299,0.5158905051687273,0.0766763527497669,0.0738460833518357,0.2514130402913837,0.0012501543007896,0.3243690671582065,2.542377762243873e-05,0.6557930150449922,EEGNet,T-RRMSE,EOG+EMG+LINE,runs/a4_same_bci_metric_utility_all_neural_artifacts_20260814_215900/a4_subject_intercept_metric_tests.csv
eegnet,eog_emg_line,S_RRMSE,lower_better,positive oriented slope means better reconstruction is associated with better downstream delta,6 16,42 43 44,1 2 3,162,9,0.1453843289644118,0.0617799523388021,0.0464442592307473,0.1458082816622303,0.133464880184213,0.0765713831895963,0.3328094595299113,0.0908385246616926,0.2503040733386233,0.1244042657966447,EEGNet,S-RRMSE,EOG+EMG+LINE,runs/a4_same_bci_metric_utility_all_neural_artifacts_20260814_215900/a4_subject_intercept_metric_tests.csv
eegnet,eog_emg_line,SDR,higher_better,positive oriented slope means better reconstruction is associated with better downstream delta,6 16,42 43 44,1 2 3,162,9,0.0123187307220105,0.0225600969732647,0.5999298619827791,0.0662407451085883,0.0825994267268642,0.2615206918401451,0.0007750996269255,0.3250563824510759,2.438214303644398e-05,0.6929047542657458,EEGNet,SDR,EOG+EMG+LINE,runs/a4_same_bci_metric_utility_all_neural_artifacts_20260814_215900/a4_subject_intercept_metric_tests.csv
deep4net,eog_emg_line,CC,higher_better,positive oriented slope means better reconstruction is associated with better downstream delta,6 16,42 43 44,1 2 3,162,9,0.331934586458243,0.1641879561775207,0.077856184938109,0.1723395467723668,0.1608630298034164,-0.3399698497106743,9.592313033040308e-06,-0.2732998849869704,0.0004334414946767,0.1769458748593388,Deep4Net,CC,EOG+EMG+LINE,runs/a4_same_bci_metric_utility_all_neural_artifacts_20260814_215900/a4_subject_intercept_metric_tests.csv
deep4net,eog_emg_line,RMSE,lower_better,positive oriented slope means better reconstruction is associated with better downstream delta,6 16,42 43 44,1 2 3,162,9,0.0425847220267371,0.0200657267877691,0.0665903612317026,0.2224164084469289,0.1359569843315587,-0.4533694606501909,1.3757196015553555e-09,-0.4645482707930948,4.751580631963541e-10,0.1602182261351096,Deep4Net,RMSE,EOG+EMG+LINE,runs/a4_same_bci_metric_utility_all_neural_artifacts_20260814_215900/a4_subject_intercept_metric_tests.csv
deep4net,eog_emg_line,T_RRMSE,lower_better,positive oriented slope means better reconstruction is associated with better downstream delta,6 16,42 43 44,1 2 3,162,9,0.4390611223591764,0.1772717764457211,0.0383041346344704,0.2228986516634915,0.2204424349920612,-0.2739439962682881,0.0004195626279644,-0.243292334407605,0.001810731325499,0.1104926960609723,Deep4Net,T-RRMSE,EOG+EMG+LINE,runs/a4_same_bci_metric_utility_all_neural_artifacts_20260814_215900/a4_subject_intercept_metric_tests.csv
deep4net,eog_emg_line,S_RRMSE,lower_better,positive oriented slope means better reconstruction is associated with better downstream delta,6 16,42 43 44,1 2 3,162,9,0.1828838863785426,0.0534705418132292,0.0090842745478241,0.2103928606908693,0.1350276198203738,-0.0988340840787999,0.2108332700226539,-0.0952389017118211,0.2279914417364533,0.0324438376708006,Deep4Net,S-RRMSE,EOG+EMG+LINE,runs/a4_same_bci_metric_utility_all_neural_artifacts_20260814_215900/a4_subject_intercept_metric_tests.csv
deep4net,eog_emg_line,SDR,higher_better,positive oriented slope means better reconstruction is associated with better downstream delta,6 16,42 43 44,1 2 3,162,9,0.0364429991832214,0.0165151456078124,0.0583860761084045,0.2247834431371794,0.2302044748229582,-0.2598543301076432,0.0008397517931521,-0.2428618808789291,0.0018460236038172,0.1459651902710114,Deep4Net,SDR,EOG+EMG+LINE,runs/a4_same_bci_metric_utility_all_neural_artifacts_20260814_215900/a4_subject_intercept_metric_tests.csv
